Date,Brand Alias,Ad group alias,ASIN/SKU Alias,Marketplace,Impressions,Clicks,Spend,Sales,Orders,Units,Advertised Units sold,Other SKU units sold,Advertised SKU Sales,Other SKU sales
"Dec 31, 2021",Brand 2,Brand 2 Ad Group 2,ASIN496,Walmart,21625,31,$28.16,$205.99,1,1,0,1,$0.00,$205.99
"Dec 31, 2021",Brand 2,Brand 2 Ad Group 2,ASIN500,Walmart,73813,159,$103.55,$806.75,12,13,7,6,$384.93,$421.82
"Dec 31, 2021",Brand 2,Brand 2 Ad Group 2,ASIN507,Walmart,10874,28,$22.93,$619.98,2,2,1,1,$322.99,$296.99
"Dec 31, 2021",Brand 2,Brand 2 Ad Group 3,ASIN511,Walmart,13003,68,$57.16,$731.91,8,9,6,3,$533.94,$197.97
"Dec 31, 2021",Brand 2,Brand 2 Ad Group 3,ASIN514,Walmart,1944,12,$8.34,$111.98,1,2,0,2,$0.00,$111.98
"Dec 31, 2021",Brand 2,Brand 2 Ad Group 3,ASIN519,Walmart,17500,29,$15.34,$215.99,1,1,0,1,$0.00,$215.99
"Dec 31, 2021",Brand 2,Brand 2 Ad Group 5,ASIN618,Walmart,1693,4,$3.30,$0.00,0,0,0,0,$0.00,$0.00
"Jan 01, 2022",Brand 1,Brand 1 Ad Group 1,ASIN376,Walmart,0,0,$0.00,$0.00,0,0,0,0,$0.00,$0.00
"Jan 01, 2022",Brand 1,Brand 1 Ad Group 11,ASIN384,Walmart,0,0,$0.00,$0.00,0,0,0,0,$0.00,$0.00
"Jan 01, 2022",Brand 1,Brand 1 Ad Group 11,ASIN389,Walmart,27303,91,$27.65,$311.94,6,6,3,3,$164.97,$146.97
"Jan 01, 2022",Brand 1,Brand 1 Ad Group 13,ASIN376,Walmart,10843,50,$22.25,$190.95,5,5,3,2,$104.97,$85.98
"Jan 01, 2022",Brand 1,Brand 1 Ad Group 13,ASIN399,Walmart,55,0,$0.00,$0.00,0,0,0,0,$0.00,$0.00
"Jan 01, 2022",Brand 1,Brand 1 Ad Group 13,ASIN404,Walmart,384,1,$0.18,$0.00,0,0,0,0,$0.00,$0.00
"Jan 01, 2022",Brand 1,Brand 1 Ad Group 13,ASIN409,Walmart,2691,2,$0.60,$0.00,0,0,0,0,$0.00,$0.00
"Jan 01, 2022",Brand 1,Brand 1 Ad Group 2,ASIN379,Walmart,523,11,$2.93,$0.00,0,0,0,0,$0.00,$0.00
"Jan 01, 2022",Brand 1,Brand 1 Ad Group 2,ASIN385,Walmart,5241,25,$8.27,$59.99,1,1,1,0,$59.99,$0.00
"Jan 01, 2022",Brand 1,Brand 1 Ad Group 2,ASIN390,Walmart,0,0,$0.00,$0.00,0,0,0,0,$0.00,$0.00
"Jan 01, 2022",Brand 1,Brand 1 Ad Group 4,ASIN395,Walmart,8662,71,$15.64,$279.91,9,9,5,4,$136.95,$142.96
"Jan 01, 2022",Brand 1,Brand 1 Ad Group 4,ASIN399,Walmart,33856,44,$20.69,$84.98,2,2,0,2,$0.00,$84.98
"Jan 01, 2022",Brand 1,Brand 1 Ad Group 4,ASIN403,Walmart,0,0,$0.00,$0.00,0,0,0,0,$0.00,$0.00
"Jan 01, 2022",Brand 1,Brand 1 Ad Group 4,ASIN409,Walmart,46673,148,$89.04,$239.95,5,5,3,2,$149.97,$89.98
"Jan 01, 2022",Brand 1,Brand 1 Ad Group 6,ASIN411,Walmart,1474,41,$14.92,$119.97,3,3,3,0,$119.97,$0.00
"Jan 01, 2022",Brand 1,Brand 1 Ad Group 8,ASIN406,Walmart,247,5,$2.65,$37.99,1,1,1,0,$37.99,$0.00
"Jan 01, 2022",Brand 1,Brand 1 Ad Group 9,ASIN413,Walmart,9587,62,$46.06,$159.96,4,4,3,1,$119.97,$39.99
"Jan 01, 2022",Brand 2,Brand 2 Ad Group 1,ASIN446,Walmart,41639,118,$76.64,$454.92,8,8,6,2,$311.94,$142.98
"Jan 01, 2022",Brand 2,Brand 2 Ad Group 1,ASIN450,Walmart,12659,23,$21.78,$163.99,1,1,0,1,$0.00,$163.99
"Jan 01, 2022",Brand 2,Brand 2 Ad Group 1,ASIN454,Walmart,39032,60,$45.34,$652.60,5,6,0,6,$0.00,$652.60
"Jan 01, 2022",Brand 2,Brand 2 Ad Group 1,ASIN459,Walmart,27505,51,$37.67,$96.99,1,1,1,0,$96.99,$0.00
"Jan 01, 2022",Brand 2,Brand 2 Ad Group 1,ASIN463,Walmart,2886,8,$7.27,$258.99,1,1,1,0,$258.99,$0.00
"Jan 01, 2022",Brand 2,Brand 2 Ad Group 1,ASIN468,Walmart,5094,8,$5.86,$243.98,2,2,1,1,$129.99,$113.99
"Jan 01, 2022",Brand 2,Brand 2 Ad Group 1,ASIN472,Walmart,39669,57,$39.11,$879.95,4,5,2,3,$273.98,$605.97
"Jan 01, 2022",Brand 2,Brand 2 Ad Group 2,ASIN476,Walmart,0,0,$0.00,$0.00,0,0,0,0,$0.00,$0.00
"Jan 01, 2022",Brand 2,Brand 2 Ad Group 2,ASIN480,Walmart,12933,58,$44.29,$0.00,0,0,0,0,$0.00,$0.00
"Jan 01, 2022",Brand 2,Brand 2 Ad Group 2,ASIN484,Walmart,68724,202,$165.40,"$2,077.72",15,18,6,12,$659.94,"$1,417.78"
"Jan 01, 2022",Brand 2,Brand 2 Ad Group 2,ASIN488,Walmart,20458,47,$35.30,$179.97,2,3,0,3,$0.00,$179.97
"Jan 01, 2022",Brand 2,Brand 2 Ad Group 2,ASIN491,Walmart,10240,23,$13.87,$199.99,1,1,1,0,$199.99,$0.00
"Jan 01, 2022",Brand 2,Brand 2 Ad Group 2,ASIN496,Walmart,19315,56,$48.91,$301.97,3,3,0,3,$0.00,$301.97
"Jan 01, 2022",Brand 2,Brand 2 Ad Group 2,ASIN500,Walmart,212775,397,$252.80,"$1,364.82",15,18,7,11,$384.93,$979.89
"Jan 01, 2022",Brand 2,Brand 2 Ad Group 2,ASIN507,Walmart,13071,36,$26.10,$570.97,3,3,0,3,$0.00,$570.97
"Jan 01, 2022",Brand 2,Brand 2 Ad Group 3,ASIN511,Walmart,17148,83,$59.16,"$1,170.86",13,14,8,6,$711.92,$458.94
"Jan 01, 2022",Brand 2,Brand 2 Ad Group 3,ASIN514,Walmart,6978,38,$33.40,$200.97,2,3,0,3,$0.00,$200.97
"Jan 01, 2022",Brand 2,Brand 2 Ad Group 3,ASIN519,Walmart,8123,13,$7.50,$188.89,1,1,0,1,$0.00,$188.89
"Jan 01, 2022",Brand 2,Brand 2 Ad Group 5,ASIN618,Walmart,3721,5,$4.98,$0.00,0,0,0,0,$0.00,$0.00
"Jan 02, 2022",Brand 1,Brand 1 Ad Group 1,ASIN377,Walmart,539,10,$2.45,$49.99,1,1,1,0,$49.99,$0.00
"Jan 02, 2022",Brand 1,Brand 1 Ad Group 11,ASIN384,Walmart,0,0,$0.00,$0.00,0,0,0,0,$0.00,$0.00
"Jan 02, 2022",Brand 1,Brand 1 Ad Group 11,ASIN389,Walmart,10574,44,$37.03,$169.97,3,3,2,1,$109.98,$59.99
"Jan 02, 2022",Brand 1,Brand 1 Ad Group 13,ASIN376,Walmart,5622,25,$16.00,$34.99,1,1,1,0,$34.99,$0.00
"Jan 02, 2022",Brand 1,Brand 1 Ad Group 13,ASIN399,Walmart,112,0,$0.00,$0.00,0,0,0,0,$0.00,$0.00
"Jan 02, 2022",Brand 1,Brand 1 Ad Group 13,ASIN404,Walmart,339,2,$0.67,$26.99,1,1,0,1,$0.00,$26.99
"Jan 02, 2022",Brand 1,Brand 1 Ad Group 13,ASIN409,Walmart,1314,3,$0.85,$0.00,0,0,0,0,$0.00,$0.00
"Jan 02, 2022",Brand 1,Brand 1 Ad Group 2,ASIN379,Walmart,1995,18,$6.40,$59.99,1,1,0,1,$0.00,$59.99
"Jan 02, 2022",Brand 1,Brand 1 Ad Group 2,ASIN385,Walmart,4905,26,$7.07,$219.96,4,4,2,2,$119.98,$99.98
"Jan 02, 2022",Brand 1,Brand 1 Ad Group 2,ASIN391,Walmart,0,0,$0.00,$0.00,0,0,0,0,$0.00,$0.00
"Jan 02, 2022",Brand 1,Brand 1 Ad Group 4,ASIN395,Walmart,12269,98,$18.46,$468.87,13,13,6,7,$188.94,$279.93
"Jan 02, 2022",Brand 1,Brand 1 Ad Group 4,ASIN399,Walmart,0,0,$0.00,$0.00,0,0,0,0,$0.00,$0.00
"Jan 02, 2022",Brand 1,Brand 1 Ad Group 4,ASIN403,Walmart,0,0,$0.00,$0.00,0,0,0,0,$0.00,$0.00
"Jan 02, 2022",Brand 1,Brand 1 Ad Group 4,ASIN409,Walmart,137158,291,$174.02,$987.68,19,20,11,9,$549.89,$437.79
"Jan 02, 2022",Brand 1,Brand 1 Ad Group 6,ASIN411,Walmart,797,32,$8.00,$159.96,4,4,4,0,$159.96,$0.00
"Jan 02, 2022",Brand 1,Brand 1 Ad Group 8,ASIN406,Walmart,334,12,$3.70,$95.97,3,3,3,0,$95.97,$0.00
"Jan 02, 2022",Brand 1,Brand 1 Ad Group 9,ASIN413,Walmart,26333,161,$115.22,$677.84,16,16,12,4,$492.88,$184.96
"Jan 02, 2022",Brand 2,Brand 2 Ad Group 1,ASIN446,Walmart,0,0,$0.00,$0.00,0,0,0,0,$0.00,$0.00
"Jan 02, 2022",Brand 2,Brand 2 Ad Group 1,ASIN450,Walmart,9347,16,$13.51,$171.99,1,1,0,1,$0.00,$171.99
"Jan 02, 2022",Brand 2,Brand 2 Ad Group 1,ASIN454,Walmart,32863,28,$23.42,$306.09,2,3,0,3,$0.00,$306.09
"Jan 02, 2022",Brand 2,Brand 2 Ad Group 1,ASIN459,Walmart,0,0,$0.00,$0.00,0,0,0,0,$0.00,$0.00
"Jan 02, 2022",Brand 2,Brand 2 Ad Group 1,ASIN463,Walmart,5250,9,$8.89,$455.48,3,3,1,2,$258.99,$196.49
"Jan 02, 2022",Brand 2,Brand 2 Ad Group 1,ASIN468,Walmart,3650,12,$8.00,$120.99,1,1,0,1,$0.00,$120.99
"Jan 02, 2022",Brand 2,Brand 2 Ad Group 1,ASIN472,Walmart,24284,39,$27.04,$273.98,2,2,2,0,$273.98,$0.00
"Jan 02, 2022",Brand 2,Brand 2 Ad Group 2,ASIN476,Walmart,0,0,$0.00,$0.00,0,0,0,0,$0.00,$0.00
"Jan 02, 2022",Brand 2,Brand 2 Ad Group 2,ASIN480,Walmart,7500,29,$23.74,$124.99,1,1,0,1,$0.00,$124.99
"Jan 02, 2022",Brand 2,Brand 2 Ad Group 2,ASIN484,Walmart,62886,150,$123.49,$571.95,4,5,2,3,$219.98,$351.97
"Jan 02, 2022",Brand 2,Brand 2 Ad Group 2,ASIN488,Walmart,13980,59,$42.29,$602.94,6,6,4,2,$467.96,$134.98
"Jan 02, 2022",Brand 2,Brand 2 Ad Group 2,ASIN491,Walmart,13534,23,$13.26,$344.98,2,2,1,1,$199.99,$144.99
"Jan 02, 2022",Brand 2,Brand 2 Ad Group 2,ASIN496,Walmart,19976,28,$21.10,$853.96,4,4,1,3,$189.99,$663.97
"Jan 02, 2022",Brand 2,Brand 2 Ad Group 2,ASIN500,Walmart,131780,315,$197.60,$908.39,9,12,6,6,$334.94,$573.45
"Jan 02, 2022",Brand 2,Brand 2 Ad Group 2,ASIN507,Walmart,11130,38,$32.16,$322.99,1,1,1,0,$322.99,$0.00
"Jan 02, 2022",Brand 2,Brand 2 Ad Group 3,ASIN511,Walmart,15095,58,$46.52,$614.60,7,7,5,2,$444.95,$169.65
"Jan 02, 2022",Brand 2,Brand 2 Ad Group 3,ASIN514,Walmart,4988,35,$23.94,$144.98,2,2,0,2,$0.00,$144.98
"Jan 02, 2022",Brand 2,Brand 2 Ad Group 3,ASIN519,Walmart,10549,11,$7.74,$95.61,2,2,0,2,$0.00,$95.61
"Jan 02, 2022",Brand 2,Brand 2 Ad Group 5,ASIN618,Walmart,2905,8,$7.87,$0.00,0,0,0,0,$0.00,$0.00
"Jan 03, 2022",Brand 1,Brand 1 Ad Group 1,ASIN377,Walmart,867,23,$11.48,$128.97,3,3,2,1,$99.98,$28.99
"Jan 03, 2022",Brand 1,Brand 1 Ad Group 11,ASIN384,Walmart,0,0,$0.00,$0.00,0,0,0,0,$0.00,$0.00
"Jan 03, 2022",Brand 1,Brand 1 Ad Group 11,ASIN389,Walmart,34711,98,$80.03,$148.47,3,3,0,3,$0.00,$148.47
"Jan 03, 2022",Brand 1,Brand 1 Ad Group 13,ASIN376,Walmart,10056,26,$12.65,$143.96,3,4,1,3,$34.99,$108.97
"Jan 03, 2022",Brand 1,Brand 1 Ad Group 13,ASIN399,Walmart,43,0,$0.00,$0.00,0,0,0,0,$0.00,$0.00
"Jan 03, 2022",Brand 1,Brand 1 Ad Group 13,ASIN404,Walmart,197,1,$0.24,$0.00,0,0,0,0,$0.00,$0.00
"Jan 03, 2022",Brand 1,Brand 1 Ad Group 13,ASIN409,Walmart,0,0,$0.00,$0.00,0,0,0,0,$0.00,$0.00
"Jan 03, 2022",Brand 1,Brand 1 Ad Group 2,ASIN379,Walmart,5863,35,$8.69,$86.18,2,2,2,0,$86.18,$0.00
"Jan 03, 2022",Brand 1,Brand 1 Ad Group 2,ASIN385,Walmart,3638,20,$7.08,$399.93,7,7,6,1,$359.94,$39.99
"Jan 03, 2022",Brand 1,Brand 1 Ad Group 2,ASIN391,Walmart,2814,58,$16.34,$443.89,11,11,8,3,$303.92,$139.97
"Jan 03, 2022",Brand 1,Brand 1 Ad Group 4,ASIN395,Walmart,11772,68,$12.83,$155.96,4,4,2,2,$75.98,$79.98
"Jan 03, 2022",Brand 1,Brand 1 Ad Group 4,ASIN399,Walmart,0,0,$0.00,$0.00,0,0,0,0,$0.00,$0.00
"Jan 03, 2022",Brand 1,Brand 1 Ad Group 4,ASIN404,Walmart,3810,5,$0.64,$0.00,0,0,0,0,$0.00,$0.00
"Jan 03, 2022",Brand 1,Brand 1 Ad Group 4,ASIN409,Walmart,200221,347,$221.21,$817.83,17,17,13,4,$649.87,$167.96
"Jan 03, 2022",Brand 1,Brand 1 Ad Group 6,ASIN411,Walmart,96,3,$0.94,$0.00,0,0,0,0,$0.00,$0.00
"Jan 03, 2022",Brand 1,Brand 1 Ad Group 8,ASIN406,Walmart,198,10,$2.93,$37.99,1,1,1,0,$37.99,$0.00
"Jan 03, 2022",Brand 1,Brand 1 Ad Group 9,ASIN413,Walmart,0,0,$0.00,$0.00,0,0,0,0,$0.00,$0.00
"Jan 03, 2022",Brand 2,Brand 2 Ad Group 1,ASIN446,Walmart,14144,74,$43.51,$286.94,5,6,3,3,$155.97,$130.97
"Jan 03, 2022",Brand 2,Brand 2 Ad Group 1,ASIN450,Walmart,12938,13,$11.71,$0.00,0,0,0,0,$0.00,$0.00
"Jan 03, 2022",Brand 2,Brand 2 Ad Group 1,ASIN454,Walmart,5376,8,$8.50,$247.50,1,1,1,0,$247.50,$0.00
"Jan 03, 2022",Brand 2,Brand 2 Ad Group 1,ASIN459,Walmart,23937,54,$39.62,$561.94,6,6,5,1,$484.95,$76.99
"Jan 03, 2022",Brand 2,Brand 2 Ad Group 1,ASIN463,Walmart,3940,12,$11.15,$26.49,1,1,0,1,$0.00,$26.49
"Jan 03, 2022",Brand 2,Brand 2 Ad Group 1,ASIN468,Walmart,9237,34,$25.10,$0.00,0,0,0,0,$0.00,$0.00
"Jan 03, 2022",Brand 2,Brand 2 Ad Group 1,ASIN472,Walmart,46366,79,$52.73,"$1,667.38",10,13,4,9,$547.96,"$1,119.42"
"Jan 03, 2022",Brand 2,Brand 2 Ad Group 2,ASIN476,Walmart,19386,57,$43.24,$241.98,2,2,0,2,$0.00,$241.98
"Jan 03, 2022",Brand 2,Brand 2 Ad Group 2,ASIN480,Walmart,4228,26,$21.64,$218.97,3,3,1,2,$99.99,$118.98
"Jan 03, 2022",Brand 2,Brand 2 Ad Group 2,ASIN484,Walmart,51645,125,$106.03,"$2,089.69",14,19,2,17,$219.98,"$1,869.71"
"Jan 03, 2022",Brand 2,Brand 2 Ad Group 2,ASIN488,Walmart,13105,67,$47.26,$116.99,1,1,1,0,$116.99,$0.00
"Jan 03, 2022",Brand 2,Brand 2 Ad Group 2,ASIN491,Walmart,17762,43,$28.48,$399.98,2,2,2,0,$399.98,$0.00
"Jan 03, 2022",Brand 2,Brand 2 Ad Group 2,ASIN496,Walmart,19238,37,$29.96,$0.00,0,0,0,0,$0.00,$0.00
"Jan 03, 2022",Brand 2,Brand 2 Ad Group 2,ASIN500,Walmart,16137,33,$21.92,$54.99,1,1,1,0,$54.99,$0.00
"Jan 03, 2022",Brand 2,Brand 2 Ad Group 2,ASIN507,Walmart,12405,41,$31.49,$163.99,1,1,0,1,$0.00,$163.99
"Jan 03, 2022",Brand 2,Brand 2 Ad Group 3,ASIN511,Walmart,18372,63,$45.18,$788.91,9,9,7,2,$622.93,$165.98
"Jan 03, 2022",Brand 2,Brand 2 Ad Group 3,ASIN514,Walmart,3340,18,$10.43,$289.96,3,4,3,1,$200.97,$88.99
"Jan 03, 2022",Brand 2,Brand 2 Ad Group 3,ASIN519,Walmart,4537,7,$5.42,$0.00,0,0,0,0,$0.00,$0.00
"Jan 03, 2022",Brand 2,Brand 2 Ad Group 5,ASIN618,Walmart,1320,4,$3.62,$0.00,0,0,0,0,$0.00,$0.00
"Jan 04, 2022",Brand 1,Brand 1 Ad Group 1,ASIN377,Walmart,658,16,$4.51,$299.94,6,6,6,0,$299.94,$0.00
"Jan 04, 2022",Brand 1,Brand 1 Ad Group 11,ASIN384,Walmart,0,0,$0.00,$0.00,0,0,0,0,$0.00,$0.00
"Jan 04, 2022",Brand 1,Brand 1 Ad Group 11,ASIN389,Walmart,21211,44,$31.36,$387.93,7,7,3,4,$164.97,$222.96
"Jan 04, 2022",Brand 1,Brand 1 Ad Group 13,ASIN376,Walmart,5508,26,$9.47,$144.96,4,4,3,1,$104.97,$39.99
"Jan 04, 2022",Brand 1,Brand 1 Ad Group 13,ASIN399,Walmart,417,2,$0.48,$0.00,0,0,0,0,$0.00,$0.00
"Jan 04, 2022",Brand 1,Brand 1 Ad Group 13,ASIN404,Walmart,317,1,$0.24,$0.00,0,0,0,0,$0.00,$0.00
"Jan 04, 2022",Brand 1,Brand 1 Ad Group 13,ASIN410,Walmart,137,3,$1.25,$0.00,0,0,0,0,$0.00,$0.00
"Jan 04, 2022",Brand 1,Brand 1 Ad Group 2,ASIN379,Walmart,1626,3,$0.52,$49.99,1,1,0,1,$0.00,$49.99
"Jan 04, 2022",Brand 1,Brand 1 Ad Group 2,ASIN385,Walmart,3573,23,$6.91,$239.96,4,4,4,0,$239.96,$0.00
"Jan 04, 2022",Brand 1,Brand 1 Ad Group 2,ASIN391,Walmart,5570,36,$9.78,$208.96,4,4,3,1,$148.97,$59.99
"Jan 04, 2022",Brand 1,Brand 1 Ad Group 4,ASIN395,Walmart,0,0,$0.00,$0.00,0,0,0,0,$0.00,$0.00
"Jan 04, 2022",Brand 1,Brand 1 Ad Group 4,ASIN399,Walmart,0,0,$0.00,$0.00,0,0,0,0,$0.00,$0.00
"Jan 04, 2022",Brand 1,Brand 1 Ad Group 4,ASIN404,Walmart,2722,9,$1.38,$0.00,0,0,0,0,$0.00,$0.00
"Jan 04, 2022",Brand 1,Brand 1 Ad Group 4,ASIN409,Walmart,17980,45,$19.46,$134.97,3,3,0,3,$0.00,$134.97
"Jan 04, 2022",Brand 1,Brand 1 Ad Group 6,ASIN411,Walmart,0,0,$0.00,$0.00,0,0,0,0,$0.00,$0.00
"Jan 04, 2022",Brand 1,Brand 1 Ad Group 8,ASIN406,Walmart,83,3,$0.98,$39.99,1,1,1,0,$39.99,$0.00
"Jan 04, 2022",Brand 1,Brand 1 Ad Group 9,ASIN413,Walmart,0,0,$0.00,$0.00,0,0,0,0,$0.00,$0.00
"Jan 04, 2022",Brand 2,Brand 2 Ad Group 1,ASIN446,Walmart,37479,139,$105.10,"$3,996.93",16,77,72,5,"$3,743.28",$253.65
"Jan 04, 2022",Brand 2,Brand 2 Ad Group 1,ASIN450,Walmart,6123,13,$10.32,$533.98,1,2,2,0,$533.98,$0.00
"Jan 04, 2022",Brand 2,Brand 2 Ad Group 1,ASIN454,Walmart,4393,8,$5.83,$247.50,1,1,1,0,$247.50,$0.00
"Jan 04, 2022",Brand 2,Brand 2 Ad Group 1,ASIN459,Walmart,20346,52,$37.52,$621.94,6,6,2,4,$193.98,$427.96
"Jan 04, 2022",Brand 2,Brand 2 Ad Group 1,ASIN463,Walmart,7339,20,$18.32,$174.99,1,1,0,1,$0.00,$174.99
"Jan 04, 2022",Brand 2,Brand 2 Ad Group 1,ASIN468,Walmart,4628,15,$11.42,$403.97,3,3,1,2,$129.99,$273.98
"Jan 04, 2022",Brand 2,Brand 2 Ad Group 1,ASIN472,Walmart,27740,47,$35.15,"$1,084.93",7,7,3,4,$410.97,$673.96
"Jan 04, 2022",Brand 2,Brand 2 Ad Group 2,ASIN476,Walmart,27276,122,$88.22,$692.94,5,6,2,4,$231.98,$460.96
"Jan 04, 2022",Brand 2,Brand 2 Ad Group 2,ASIN480,Walmart,11865,46,$34.82,$539.96,4,4,0,4,$0.00,$539.96
"Jan 04, 2022",Brand 2,Brand 2 Ad Group 2,ASIN484,Walmart,60931,184,$150.70,"$1,488.86",12,14,3,11,$329.97,"$1,158.89"
"Jan 04, 2022",Brand 2,Brand 2 Ad Group 2,ASIN488,Walmart,6894,22,$13.58,$199.98,2,2,0,2,$0.00,$199.98
"Jan 04, 2022",Brand 2,Brand 2 Ad Group 2,ASIN491,Walmart,7617,15,$9.52,$399.98,2,2,2,0,$399.98,$0.00
"Jan 04, 2022",Brand 2,Brand 2 Ad Group 2,ASIN496,Walmart,17617,31,$25.79,$585.97,3,3,2,1,$379.98,$205.99
"Jan 04, 2022",Brand 2,Brand 2 Ad Group 2,ASIN500,Walmart,0,0,$0.00,$0.00,0,0,0,0,$0.00,$0.00
"Jan 04, 2022",Brand 2,Brand 2 Ad Group 2,ASIN507,Walmart,22700,53,$42.50,$37.99,1,1,0,1,$0.00,$37.99
"Jan 04, 2022",Brand 2,Brand 2 Ad Group 3,ASIN511,Walmart,14768,55,$43.85,$357.96,4,4,2,2,$177.98,$179.98
"Jan 04, 2022",Brand 2,Brand 2 Ad Group 3,ASIN514,Walmart,0,0,$0.00,$0.00,0,0,0,0,$0.00,$0.00
"Jan 04, 2022",Brand 2,Brand 2 Ad Group 3,ASIN520,Walmart,40301,32,$18.68,$52.99,1,1,1,0,$52.99,$0.00
"Jan 04, 2022",Brand 2,Brand 2 Ad Group 5,ASIN618,Walmart,2771,14,$13.66,$0.00,0,0,0,0,$0.00,$0.00
"Jan 05, 2022",Brand 1,Brand 1 Ad Group 1,ASIN377,Walmart,1041,22,$4.93,$49.99,1,1,1,0,$49.99,$0.00
"Jan 05, 2022",Brand 1,Brand 1 Ad Group 11,ASIN385,Walmart,8154,54,$13.94,$119.98,2,2,2,0,$119.98,$0.00
"Jan 05, 2022",Brand 1,Brand 1 Ad Group 11,ASIN389,Walmart,38093,170,$98.66,$604.89,11,11,4,7,$219.96,$384.93
"Jan 05, 2022",Brand 1,Brand 1 Ad Group 13,ASIN376,Walmart,4802,31,$15.18,$219.94,6,6,4,2,$139.96,$79.98
"Jan 05, 2022",Brand 1,Brand 1 Ad Group 13,ASIN399,Walmart,106,0,$0.00,$0.00,0,0,0,0,$0.00,$0.00
"Jan 05, 2022",Brand 1,Brand 1 Ad Group 13,ASIN404,Walmart,203,3,$0.71,$74.98,2,2,0,2,$0.00,$74.98
"Jan 05, 2022",Brand 1,Brand 1 Ad Group 13,ASIN410,Walmart,279,4,$1.22,$71.97,3,3,3,0,$71.97,$0.00
"Jan 05, 2022",Brand 1,Brand 1 Ad Group 2,ASIN379,Walmart,7358,60,$17.21,$869.82,18,18,13,5,$569.87,$299.95
"Jan 05, 2022",Brand 1,Brand 1 Ad Group 2,ASIN385,Walmart,6105,40,$10.67,$434.92,7,8,3,5,$179.97,$254.95
"Jan 05, 2022",Brand 1,Brand 1 Ad Group 2,ASIN391,Walmart,4449,24,$6.20,$49.99,1,1,0,1,$0.00,$49.99
"Jan 05, 2022",Brand 1,Brand 1 Ad Group 4,ASIN395,Walmart,0,0,$0.00,$0.00,0,0,0,0,$0.00,$0.00
"Jan 05, 2022",Brand 1,Brand 1 Ad Group 4,ASIN399,Walmart,0,0,$0.00,$0.00,0,0,0,0,$0.00,$0.00
"Jan 05, 2022",Brand 1,Brand 1 Ad Group 4,ASIN404,Walmart,4048,7,$1.06,$89.98,2,2,1,1,$49.99,$39.99
"Jan 05, 2022",Brand 1,Brand 1 Ad Group 4,ASIN409,Walmart,0,0,$0.00,$0.00,0,0,0,0,$0.00,$0.00
"Jan 05, 2022",Brand 1,Brand 1 Ad Group 6,ASIN411,Walmart,0,0,$0.00,$0.00,0,0,0,0,$0.00,$0.00
"Jan 05, 2022",Brand 1,Brand 1 Ad Group 8,ASIN406,Walmart,195,8,$2.09,$37.99,1,1,1,0,$37.99,$0.00
"Jan 05, 2022",Brand 1,Brand 1 Ad Group 9,ASIN413,Walmart,0,0,$0.00,$0.00,0,0,0,0,$0.00,$0.00
"Jan 05, 2022",Brand 2,Brand 2 Ad Group 1,ASIN447,Walmart,22991,58,$39.95,$214.97,2,3,0,3,$0.00,$214.97
"Jan 05, 2022",Brand 2,Brand 2 Ad Group 1,ASIN450,Walmart,6087,19,$15.71,$0.00,0,0,0,0,$0.00,$0.00
"Jan 05, 2022",Brand 2,Brand 2 Ad Group 1,ASIN454,Walmart,10070,11,$7.52,$0.00,0,0,0,0,$0.00,$0.00
"Jan 05, 2022",Brand 2,Brand 2 Ad Group 1,ASIN459,Walmart,28794,73,$52.15,$463.96,4,4,1,3,$96.99,$366.97
"Jan 05, 2022",Brand 2,Brand 2 Ad Group 1,ASIN463,Walmart,3779,8,$7.56,"$1,304.91",4,6,4,2,"$1,035.96",$268.95
"Jan 05, 2022",Brand 2,Brand 2 Ad Group 1,ASIN468,Walmart,12240,56,$44.93,"$1,008.89",9,11,4,7,$519.96,$488.93
"Jan 05, 2022",Brand 2,Brand 2 Ad Group 1,ASIN472,Walmart,48161,119,$80.05,$75.19,1,1,0,1,$0.00,$75.19
"Jan 05, 2022",Brand 2,Brand 2 Ad Group 2,ASIN476,Walmart,0,0,$0.00,$0.00,0,0,0,0,$0.00,$0.00
"Jan 05, 2022",Brand 2,Brand 2 Ad Group 2,ASIN480,Walmart,27255,105,$82.08,$229.96,3,4,1,3,$99.99,$129.97
"Jan 05, 2022",Brand 2,Brand 2 Ad Group 2,ASIN484,Walmart,39977,115,$81.76,"$1,912.97",15,15,2,13,$219.98,"$1,692.99"
"Jan 05, 2022",Brand 2,Brand 2 Ad Group 2,ASIN488,Walmart,0,0,$0.00,$0.00,0,0,0,0,$0.00,$0.00
"Jan 05, 2022",Brand 2,Brand 2 Ad Group 2,ASIN491,Walmart,31880,86,$50.51,"$1,120.28",7,7,4,3,$799.96,$320.32
"Jan 05, 2022",Brand 2,Brand 2 Ad Group 2,ASIN496,Walmart,20260,36,$30.36,$144.99,1,1,0,1,$0.00,$144.99
"Jan 05, 2022",Brand 2,Brand 2 Ad Group 2,ASIN500,Walmart,0,0,$0.00,$0.00,0,0,0,0,$0.00,$0.00
"Jan 05, 2022",Brand 2,Brand 2 Ad Group 2,ASIN507,Walmart,17537,40,$33.66,$0.00,0,0,0,0,$0.00,$0.00
"Jan 05, 2022",Brand 2,Brand 2 Ad Group 3,ASIN511,Walmart,15752,48,$38.57,$176.88,2,2,1,1,$88.99,$87.89
"Jan 05, 2022",Brand 2,Brand 2 Ad Group 3,ASIN514,Walmart,0,0,$0.00,$0.00,0,0,0,0,$0.00,$0.00
